cik,company_name,fiscal_period,fiscal_year,filing_date,is_basic_earnings_per_share_unit,is_basic_earnings_per_share_value,is_cost_of_revenue_unit,is_cost_of_revenue_value,is_gross_profit_unit,is_gross_profit_value,is_operating_expenses_unit,is_operating_expenses_value,is_revenues_unit,is_revenues_value,ci_comprehensive_income_loss_unit,ci_comprehensive_income_loss_value,ci_comprehensive_income_loss_attributable_to_parent_unit,ci_comprehensive_income_loss_attributable_to_parent_value,ci_other_comprehensive_income_loss_unit,ci_other_comprehensive_income_loss_value,cfs_exchange_gains_losses_unit,cfs_exchange_gains_losses_value,cfs_net_cash_flow_unit,cfs_net_cash_flow_value,cfs_net_cash_flow_from_financing_activities_unit,cfs_net_cash_flow_from_financing_activities_value,bs_assets_unit,bs_assets_value,bs_current_assets_unit,bs_current_assets_value,bs_liabilities_and_equity_unit,bs_liabilities_and_equity_value,bs_fixed_assets_unit,bs_fixed_assets_value,bs_equity_attributable_to_noncontrolling_interest_unit,bs_equity_attributable_to_noncontrolling_interest_value,bs_noncurrent_assets_unit,bs_noncurrent_assets_value,bs_liabilities_unit,bs_liabilities_value,bs_other_than_fixed_noncurrent_assets_unit,bs_other_than_fixed_noncurrent_assets_value,bs_equity_attributable_to_parent_unit,bs_equity_attributable_to_parent_value,bs_noncurrent_liabilities_unit,bs_noncurrent_liabilities_value,bs_current_liabilities_unit,bs_current_liabilities_value,bs_equity_unit,bs_equity_value,cfs_net_cash_flow_from_op_and_inv
0000949157,CENTURY ALUMINUM CO,Q2,2023,2023-08-09,USD / shares,0.08,USD,559600000.0,USD,15900000.0,USD,16600000.0,USD,575500000.0,USD,8800000.0,USD,9700000.0,USD,2200000.0,,,USD,29900000.0,USD,34500000.0,USD,1747300000.0,USD,700000000.0,USD,1747300000.0,USD,860800000.0,USD,31900000.0,USD,1047300000.0,USD,1342500000.0,USD,186500000.0,USD,372900000.0,USD,769100000.0,USD,573400000.0,USD,404800000.0,-4600000.0
0000949157,CENTURY ALUMINUM CO,Q1,2023,2023-05-09,USD / shares,-0.42,USD,504300000.0,USD,48100000.0,USD,20600000.0,USD,552400000.0,USD,-37500000.0,USD,-37500000.0,USD,-37500000.0,,,USD,-23900000.0,USD,-9400000.0,USD,1399100000.0,USD,604600000.0,USD,1399100000.0,USD,743200000.0,USD,0.0,USD,794500000.0,USD,-362400000.0,USD,51300000.0,USD,362400000.0,USD,667800000.0,USD,368900000.0,USD,362400000.0,-14500000.0
0000103379,V F CORP,Q1,2024,2023-08-03,USD / shares,-0.15,USD,985269000.0,USD,1101067000.0,USD,1110059000.0,USD,2086336000.0,USD,-91436000.0,USD,-91436000.0,USD,-91436000.0,USD,-9326000.0,USD,-8198000.0,USD,-71885000.0,USD,14043898000.0,USD,5213557000.0,USD,14043898000.0,,,USD,0.0,USD,8830341000.0,USD,11327135000.0,,,USD,2716763000.0,USD,7510700000.0,USD,3816435000.0,USD,2716763000.0,63687000.0
0000103379,V F CORP,FY,2023,2023-05-25,USD / shares,0.31,USD,5515796000.0,USD,6096679000.0,USD,5768986000.0,USD,11612475000.0,USD,25645000.0,USD,25645000.0,USD,25645000.0,,,USD,-379942000.0,USD,463906000.0,USD,13990488000.0,USD,5152709000.0,USD,13990488000.0,,,USD,0.0,USD,8837779000.0,USD,11079775000.0,,,USD,2910713000.0,USD,7534009000.0,USD,3545766000.0,USD,2910713000.0,-843848000.0
0001037038,RALPH LAUREN CORP,Q1,2024,2023-08-10,USD / shares,2.01,USD,464500000.0,USD,1032000000.0,USD,865600000.0,USD,1496500000.0,USD,95300000.0,USD,95300000.0,USD,-36800000.0,USD,-3900000.0,USD,77300000.0,USD,-112000000.0,USD,6868400000.0,USD,3473100000.0,USD,6868400000.0,USD,930000000.0,USD,0.0,USD,3395300000.0,USD,4427400000.0,USD,2465300000.0,USD,2441000000.0,USD,2833700000.0,USD,1593700000.0,USD,2441000000.0,189300000.0
0001037038,RALPH LAUREN CORP,FY,2023,2023-05-25,USD / shares,7.72,USD,2277800000.0,USD,4165800000.0,USD,3461600000.0,USD,6443600000.0,USD,507000000.0,USD,507000000.0,USD,-15700000.0,USD,-8800000.0,USD,-335100000.0,USD,-1208800000.0,USD,6789500000.0,USD,3324100000.0,USD,6789500000.0,USD,955500000.0,USD,0.0,USD,3465400000.0,USD,4359000000.0,USD,2509900000.0,USD,2430500000.0,USD,2865500000.0,USD,1493500000.0,USD,2430500000.0,873700000.0
0001530721,Capri Holdings Ltd,Q1,2024,2023-08-10,USD / shares,0.41,USD,417000000.0,USD,812000000.0,USD,732000000.0,USD,1229000000.0,USD,38000000.0,USD,38000000.0,USD,-10000000.0,USD,-3000000.0,USD,-16000000.0,USD,-3000000.0,USD,7409000000.0,USD,1920000000.0,USD,7409000000.0,USD,551000000.0,USD,1000000.0,USD,5489000000.0,USD,5597000000.0,USD,4938000000.0,USD,1811000000.0,USD,4149000000.0,USD,1448000000.0,USD,1812000000.0,-13000000.0
0001530721,Capri Holdings Ltd,FY,2023,2023-05-31,USD / shares,4.65,USD,1895000000.0,USD,3724000000.0,USD,3045000000.0,USD,5619000000.0,USD,572000000.0,USD,569000000.0,USD,-47000000.0,,,USD,178000000.0,USD,-776000000.0,USD,7295000000.0,USD,1870000000.0,USD,7295000000.0,USD,552000000.0,USD,1000000.0,USD,5425000000.0,USD,5446000000.0,USD,4873000000.0,USD,1848000000.0,USD,3996000000.0,USD,1450000000.0,USD,1849000000.0,954000000.0
0001050797,COLUMBIA SPORTSWEAR CO,Q2,2023,2023-08-08,USD / shares,0.14,USD,306888000.0,USD,314045000.0,USD,307816000.0,USD,620933000.0,USD,1596000.0,USD,1596000.0,USD,-6754000.0,USD,-3298000.0,USD,-129478000.0,USD,-79633000.0,USD,2789804000.0,USD,1901140000.0,USD,2789804000.0,USD,280578000.0,USD,0.0,USD,888664000.0,USD,915146000.0,USD,608086000.0,USD,1874658000.0,USD,357878000.0,USD,557268000.0,USD,1874658000.0,-49845000.0
0001050797,COLUMBIA SPORTSWEAR CO,Q1,2023,2023-05-04,USD / shares,0.74,USD,421093000.0,USD,399500000.0,USD,343073000.0,USD,820593000.0,USD,42261000.0,USD,42261000.0,USD,-3941000.0,USD,47000.0,USD,-69192000.0,USD,-35561000.0,USD,2888974000.0,USD,1987364000.0,USD,2888974000.0,USD,282921000.0,USD,0.0,USD,901610000.0,USD,941189000.0,USD,618689000.0,USD,1947785000.0,USD,0.0,USD,568685000.0,USD,1947785000.0,-33631000.0
0000078239,PVH CORP. /DE/,Q1,2024,2023-06-08,USD / shares,2.17,USD,907600000.0,USD,1250300000.0,USD,1051500000.0,USD,2157900000.0,USD,107500000.0,USD,107500000.0,USD,-28500000.0,USD,-3000000.0,USD,-26100000.0,USD,-38900000.0,USD,11491200000.0,USD,3353200000.0,USD,11491200000.0,USD,885700000.0,USD,0.0,USD,8138000000.0,USD,6364800000.0,USD,7252300000.0,USD,5126400000.0,USD,3968600000.0,USD,2396200000.0,USD,5126400000.0,12800000.0
0001336917,"Under Armour, Inc.",Q1,2024,2023-08-08,USD / shares,0.02,USD,709276000.0,USD,607736000.0,USD,586806000.0,USD,1317012000.0,USD,-3536000.0,USD,-3536000.0,USD,-12085000.0,USD,-12087000.0,USD,-6881000.0,USD,-1234000.0,USD,4867160000.0,USD,2984218000.0,USD,4867160000.0,USD,679114000.0,USD,0.0,USD,1882942000.0,USD,2861750000.0,USD,1203828000.0,USD,2005410000.0,USD,1397544000.0,USD,1464206000.0,USD,2005410000.0,-5647000.0
0001336917,"Under Armour, Inc.",FY,2023,2023-05-24,USD / shares,0.86,USD,3254296000.0,USD,2649340000.0,USD,2365529000.0,USD,5903636000.0,USD,359013000.0,USD,359013000.0,USD,-27756000.0,USD,-5315000.0,USD,-294400000.0,USD,-126375000.0,USD,4857083000.0,USD,2959586000.0,USD,4857083000.0,USD,672736000.0,USD,0.0,USD,1897497000.0,USD,2858680000.0,USD,1224761000.0,USD,1998403000.0,USD,1501789000.0,USD,1356891000.0,USD,1998403000.0,-168025000.0
0001336917,"Under Armour, Inc.",Q1,2024,2023-08-08,USD / shares,0.02,USD,709276000.0,USD,607736000.0,USD,586806000.0,USD,1317012000.0,USD,-3536000.0,USD,-3536000.0,USD,-12085000.0,USD,-12087000.0,USD,-6881000.0,USD,-1234000.0,USD,4867160000.0,USD,2984218000.0,USD,4867160000.0,USD,679114000.0,USD,0.0,USD,1882942000.0,USD,2861750000.0,USD,1203828000.0,USD,2005410000.0,USD,1397544000.0,USD,1464206000.0,USD,2005410000.0,-5647000.0
0001336917,"Under Armour, Inc.",FY,2023,2023-05-24,USD / shares,0.86,USD,3254296000.0,USD,2649340000.0,USD,2365529000.0,USD,5903636000.0,USD,359013000.0,USD,359013000.0,USD,-27756000.0,USD,-5315000.0,USD,-294400000.0,USD,-126375000.0,USD,4857083000.0,USD,2959586000.0,USD,4857083000.0,USD,672736000.0,USD,0.0,USD,1897497000.0,USD,2858680000.0,USD,1224761000.0,USD,1998403000.0,USD,1501789000.0,USD,1356891000.0,USD,1998403000.0,-168025000.0
0001760965,"Kontoor Brands, Inc.",Q2,2023,2023-08-03,USD / shares,0.65,USD,365748000.0,USD,250261000.0,USD,186864000.0,USD,616009000.0,USD,44308000.0,USD,44308000.0,USD,44308000.0,USD,-246000.0,USD,29741000.0,USD,-86065000.0,USD,1608317000.0,USD,1009672000.0,USD,1608317000.0,USD,106878000.0,USD,0.0,USD,598645000.0,USD,1285066000.0,USD,491767000.0,USD,323251000.0,USD,896057000.0,USD,389009000.0,USD,323251000.0,115806000.0
0001760965,"Kontoor Brands, Inc.",Q1,2023,2023-05-04,USD / shares,1.19,USD,380422000.0,USD,286701000.0,USD,191752000.0,USD,667123000.0,USD,66296000.0,USD,77956000.0,USD,0.0,USD,901000.0,USD,-6502000.0,USD,17016000.0,USD,1643570000.0,USD,1039547000.0,USD,1643570000.0,USD,104999000.0,USD,0.0,USD,604023000.0,USD,1344282000.0,USD,499024000.0,USD,299288000.0,USD,0.0,USD,402070000.0,USD,299288000.0,-23518000.0
0000075288,OXFORD INDUSTRIES INC,Q1,2024,2023-06-08,USD / shares,3.75,USD,144968000.0,USD,275129000.0,USD,194828000.0,USD,420097000.0,USD,57934000.0,USD,57934000.0,USD,-604000.0,,,USD,909000.0,USD,-36114000.0,USD,1194230000.0,USD,327704000.0,USD,1194230000.0,USD,181601000.0,USD,0.0,USD,866526000.0,USD,586805000.0,USD,684925000.0,USD,607425000.0,USD,344759000.0,USD,242046000.0,USD,607425000.0,37023000.0
0001359841,Hanesbrands Inc.,Q2,2023,2023-08-10,USD / shares,-0.06,USD,956243000.0,USD,482737000.0,USD,413333000.0,USD,1438980000.0,USD,1883000.0,USD,1883000.0,USD,24347000.0,,,USD,-20508000.0,USD,-98981000.0,USD,6279031000.0,USD,2891697000.0,USD,6279031000.0,USD,431714000.0,USD,0.0,USD,3387334000.0,USD,5931071000.0,USD,2955620000.0,USD,347960000.0,USD,4202983000.0,USD,1728088000.0,USD,347960000.0,78473000.0
0001359841,Hanesbrands Inc.,Q1,2023,2023-05-03,USD / shares,-0.1,USD,939717000.0,USD,449693000.0,USD,392374000.0,USD,1389410000.0,USD,-60918000.0,USD,-60918000.0,USD,-26514000.0,,,USD,-24943000.0,USD,-64180000.0,USD,6432680000.0,USD,3028973000.0,USD,6432680000.0,USD,442315000.0,USD,0.0,USD,3403707000.0,USD,6093154000.0,USD,2961392000.0,USD,339526000.0,USD,0.0,USD,1764472000.0,USD,339526000.0,39237000.0
0001846576,"FIGS, Inc.",Q2,2023,2023-08-03,USD / shares,0.03,USD,42098000.0,USD,96034000.0,USD,89468000.0,USD,138132000.0,USD,4574000.0,USD,4574000.0,USD,4574000.0,,,USD,-9147000.0,USD,636000.0,USD,411015000.0,USD,369249000.0,USD,411015000.0,USD,11399000.0,USD,0.0,USD,41766000.0,USD,74093000.0,USD,41766000.0,USD,336922000.0,USD,17262000.0,USD,56831000.0,USD,336922000.0,-9783000.0
0001846576,"FIGS, Inc.",Q1,2023,2023-05-04,USD / shares,0.01,USD,34556000.0,USD,85676000.0,USD,82379000.0,USD,120232000.0,USD,1909000.0,USD,1909000.0,USD,0.0,,,USD,-3898000.0,USD,-245000.0,USD,388104000.0,USD,349611000.0,USD,388104000.0,USD,11241000.0,USD,0.0,USD,38493000.0,USD,67911000.0,USD,38493000.0,USD,320193000.0,USD,0.0,USD,52751000.0,USD,320193000.0,-3653000.0
0000095574,"SUPERIOR GROUP OF COMPANIES, INC.",Q2,2023,2023-08-07,USD / shares,0.08,USD,81566000.0,USD,47596000.0,USD,46220000.0,USD,129162000.0,USD,1531000.0,USD,1531000.0,USD,1531000.0,,,USD,-8008000.0,USD,-19524000.0,USD,435280000.0,USD,292453000.0,USD,435280000.0,USD,50849000.0,USD,0.0,USD,142827000.0,USD,242041000.0,USD,91978000.0,USD,193239000.0,USD,154856000.0,USD,87185000.0,USD,193239000.0,11516000.0
0000095574,"SUPERIOR GROUP OF COMPANIES, INC.",Q1,2023,2023-05-08,USD / shares,0.06,USD,83665000.0,USD,47108000.0,USD,46163000.0,USD,130773000.0,USD,1236000.0,USD,1236000.0,USD,1236000.0,,,USD,8738000.0,USD,-14198000.0,USD,450419000.0,USD,307317000.0,USD,450419000.0,USD,51460000.0,USD,0.0,USD,143102000.0,USD,257764000.0,USD,91642000.0,USD,192655000.0,USD,0.0,USD,86744000.0,USD,192655000.0,22936000.0
0000798081,LAKELAND INDUSTRIES INC,Q1,2024,2023-06-07,USD / shares,0.18,USD,16256000.0,USD,12444000.0,USD,10506000.0,USD,28700000.0,USD,602000.0,USD,602000.0,USD,602000.0,USD,-447000.0,USD,1382000.0,USD,-1151000.0,USD,145094000.0,USD,107942000.0,USD,145094000.0,USD,9217000.0,USD,0.0,USD,37152000.0,USD,24956000.0,USD,27935000.0,USD,120138000.0,USD,4423000.0,USD,20533000.0,USD,120138000.0,2533000.0
0001579157,VINCE HOLDING CORP.,Q1,2024,2023-06-13,USD / shares,-0.03,USD,34464000.0,USD,29592000.0,USD,31968000.0,USD,64056000.0,USD,-383000.0,USD,-383000.0,USD,-2000.0,,,USD,-657000.0,USD,-6845000.0,USD,284094000.0,USD,102031000.0,USD,284094000.0,USD,9409000.0,USD,0.0,USD,182063000.0,USD,263793000.0,USD,172654000.0,USD,20301000.0,USD,173985000.0,USD,89808000.0,USD,20301000.0,6188000.0
0001101396,"DELTA APPAREL, INC",Q3,2023,2023-08-09,USD / shares,-0.9,USD,92384000.0,USD,13935000.0,USD,18396000.0,USD,106319000.0,USD,-6446000.0,USD,-6446000.0,USD,-159000.0,,,USD,-329000.0,USD,-29218000.0,USD,472969000.0,USD,275233000.0,USD,472969000.0,USD,69040000.0,USD,-701000.0,USD,197736000.0,USD,306245000.0,USD,128696000.0,USD,167425000.0,USD,196127000.0,USD,110118000.0,USD,166724000.0,28889000.0
0001101396,"DELTA APPAREL, INC",Q2,2023,2023-05-04,USD / shares,-1.0,USD,94126000.0,USD,16209000.0,USD,21563000.0,USD,110335000.0,USD,-7022000.0,USD,-7022000.0,USD,-30000.0,,,USD,298000.0,USD,7929000.0,USD,512974000.0,USD,312713000.0,USD,512974000.0,USD,70739000.0,USD,-696000.0,USD,200261000.0,USD,340335000.0,USD,129522000.0,USD,173335000.0,USD,0.0,USD,111989000.0,USD,172639000.0,-7631000.0
0001696558,"Jerash Holdings (US), Inc.",Q1,2024,2023-08-10,USD / shares,0.04,USD,29168117.0,USD,5567540.0,USD,4475720.0,USD,34735657.0,USD,400456.0,USD,401867.0,USD,-96070.0,,,USD,754646.0,USD,2502595.0,USD,82366916.0,USD,54800520.0,USD,82366916.0,USD,23255357.0,USD,29954.0,USD,27566396.0,USD,14074801.0,USD,4311039.0,USD,68262161.0,USD,737236.0,USD,13337565.0,USD,68292115.0,-1747949.0
0001696558,"Jerash Holdings (US), Inc.",FY,2023,2023-06-28,USD / shares,0.19,USD,116273569.0,USD,21789740.0,USD,17374878.0,USD,138063309.0,USD,2169249.0,USD,2169249.0,USD,2169249.0,,,USD,-6921356.0,USD,-3953339.0,USD,83719333.0,USD,57284226.0,USD,83719333.0,USD,22355574.0,USD,0.0,USD,26435107.0,USD,15485099.0,USD,4079533.0,USD,68234234.0,USD,1038657.0,USD,14446442.0,USD,68234234.0,-2968017.0
0001083220,"XCel Brands, Inc.",Q2,2023,2023-08-14,USD / shares,-0.18,USD,3800000.0,USD,2981000.0,USD,6689000.0,USD,6781000.0,USD,-3701000.0,USD,-3701000.0,USD,0.0,,,USD,0.0,USD,-1895000.0,USD,81486000.0,USD,11737000.0,USD,81486000.0,USD,916000.0,USD,-1204000.0,USD,69749000.0,USD,20863000.0,USD,69749000.0,USD,61827000.0,USD,13863000.0,USD,7000000.0,USD,60623000.0,1895000.0
0001083220,"XCel Brands, Inc.",Q1,2023,2023-05-18,USD / shares,-0.29,USD,2693000.0,USD,3357000.0,USD,9270000.0,USD,6050000.0,USD,-5938000.0,USD,-5938000.0,USD,0.0,,,USD,0.0,USD,2996000.0,USD,84161000.0,USD,11712000.0,USD,84161000.0,USD,1237000.0,USD,-971000.0,USD,72449000.0,USD,19903000.0,USD,72449000.0,USD,65229000.0,USD,11927000.0,USD,7976000.0,USD,64258000.0,-2996000.0
0000109198,TJX COMPANIES INC /DE/,Q1,2024,2023-05-26,USD / shares,0.77,USD,8374000000.0,USD,3409000000.0,USD,2201000000.0,USD,11783000000.0,USD,905000000.0,USD,905000000.0,USD,14000000.0,USD,2000000.0,USD,-452000000.0,USD,-837000000.0,USD,28681000000.0,USD,12595000000.0,USD,28681000000.0,USD,5899000000.0,USD,0.0,USD,16086000000.0,USD,22259000000.0,USD,10187000000.0,USD,6422000000.0,USD,11725000000.0,USD,10534000000.0,USD,6422000000.0,385000000.0
0001397187,lululemon athletica inc.,Q1,2024,2023-06-01,USD / shares,2.28,USD,849987000.0,USD,1150805000.0,USD,749391000.0,USD,2000792000.0,USD,265375000.0,USD,265375000.0,USD,-25030000.0,USD,3855000.0,USD,-204260000.0,USD,-115399000.0,USD,5571544000.0,USD,3053302000.0,USD,5571544000.0,USD,1312793000.0,USD,0.0,USD,2518242000.0,USD,2251468000.0,USD,1205449000.0,USD,3320076000.0,USD,994697000.0,USD,1256771000.0,USD,3320076000.0,-88861000.0
0000745732,"ROSS STORES, INC.",Q1,2024,2023-06-07,USD / shares,1.1,USD,3292606000.0,USD,1202080000.0,USD,714825000.0,USD,4494686000.0,USD,371191000.0,USD,371191000.0,USD,371191000.0,,,USD,-134736000.0,USD,-380635000.0,USD,13618904000.0,USD,7039628000.0,USD,13618904000.0,USD,3224733000.0,USD,0.0,USD,6579276000.0,USD,9308508000.0,USD,3354543000.0,USD,4310396000.0,USD,5527341000.0,USD,3781167000.0,USD,4310396000.0,245899000.0
0001579298,"Burlington Stores, Inc.",Q1,2024,2023-05-25,USD / shares,0.5,USD,1231646000.0,USD,905310000.0,USD,861992000.0,USD,2136956000.0,USD,32868000.0,USD,32868000.0,USD,120000.0,,,USD,-340180000.0,USD,-176071000.0,USD,7003879000.0,USD,1990465000.0,USD,7003879000.0,USD,1678461000.0,USD,0.0,USD,5013414000.0,USD,6202405000.0,USD,3334953000.0,USD,801474000.0,USD,4483892000.0,USD,1718513000.0,USD,801474000.0,-164109000.0
0000039911,GAP INC,Q1,2024,2023-05-26,USD / shares,-0.05,USD,2062000000.0,USD,1214000000.0,USD,1224000000.0,USD,3276000000.0,USD,-13000000.0,USD,-13000000.0,USD,5000000.0,USD,-2000000.0,USD,-75000000.0,USD,-58000000.0,USD,10932000000.0,USD,4283000000.0,USD,10932000000.0,USD,2646000000.0,USD,0.0,USD,6649000000.0,USD,8747000000.0,USD,4003000000.0,USD,2185000000.0,USD,5829000000.0,USD,2918000000.0,USD,2185000000.0,-17000000.0
0001060822,CARTERS INC,Q2,2023,2023-07-28,USD / shares,0.64,USD,308303000.0,USD,291896000.0,USD,254335000.0,USD,600199000.0,USD,29316000.0,USD,29316000.0,USD,29316000.0,USD,857000.0,USD,16818000.0,USD,-138555000.0,USD,2288471000.0,USD,1045371000.0,USD,2288471000.0,USD,178100000.0,USD,0.0,USD,1243100000.0,USD,1513462000.0,USD,1065000000.0,USD,775009000.0,USD,995926000.0,USD,517536000.0,USD,775009000.0,155373000.0
0000919012,AMERICAN EAGLE OUTFITTERS INC,Q1,2024,2023-05-25,USD / shares,0.09,USD,667747000.0,USD,413179000.0,USD,390348000.0,USD,1080926000.0,USD,24306000.0,USD,24306000.0,USD,5853000.0,,,USD,-52328000.0,USD,1908000.0,USD,3373894000.0,USD,1129501000.0,USD,3373894000.0,USD,762433000.0,USD,0.0,USD,2244393000.0,USD,1754878000.0,USD,1481960000.0,USD,1619016000.0,USD,1038441000.0,USD,716437000.0,USD,1619016000.0,-54236000.0
0001856437,Victoria's Secret & Co.,Q1,2024,2023-06-02,USD / shares,0.01,USD,905000000.0,USD,502000000.0,USD,474000000.0,USD,1407000000.0,USD,3000000.0,USD,-1000000.0,USD,-1000000.0,USD,0.0,USD,-295000000.0,USD,-132000000.0,USD,4405000000.0,USD,1435000000.0,USD,4405000000.0,USD,834000000.0,USD,22000000.0,USD,2970000000.0,USD,4118000000.0,USD,2136000000.0,USD,265000000.0,USD,2749000000.0,USD,1369000000.0,USD,287000000.0,-163000000.0
0000912615,URBAN OUTFITTERS INC,Q1,2024,2023-06-09,USD / shares,0.57,USD,742443000.0,USD,371231000.0,USD,299848000.0,USD,1113674000.0,USD,58114000.0,USD,58114000.0,USD,5297000.0,,,USD,-29590000.0,USD,-8318000.0,USD,3792670000.0,USD,1301241000.0,USD,3792670000.0,USD,1201506000.0,USD,0.0,USD,2491429000.0,USD,1941988000.0,USD,1289923000.0,USD,1850682000.0,USD,1014312000.0,USD,927676000.0,USD,1850682000.0,-21272000.0
0001610250,"Boot Barn Holdings, Inc.",Q1,2024,2023-08-10,USD / shares,1.14,USD,241732000.0,USD,141963000.0,USD,95718000.0,USD,383695000.0,USD,34253000.0,USD,34253000.0,USD,0.0,,,USD,-1094000.0,USD,-42001000.0,USD,1506470000.0,USD,632024000.0,USD,1506470000.0,USD,275969000.0,USD,0.0,USD,874446000.0,USD,692774000.0,USD,598477000.0,USD,813696000.0,USD,379689000.0,USD,313085000.0,USD,813696000.0,40907000.0
0001610250,"Boot Barn Holdings, Inc.",FY,2023,2023-05-18,USD / shares,5.72,USD,1047043000.0,USD,610572000.0,USD,378785000.0,USD,1657615000.0,USD,170553000.0,USD,170553000.0,USD,0.0,,,USD,-2481000.0,USD,33166000.0,USD,1517381000.0,USD,669173000.0,USD,1517381000.0,USD,257143000.0,USD,0.0,USD,848208000.0,USD,740931000.0,USD,591065000.0,USD,776450000.0,USD,366089000.0,USD,374842000.0,USD,776450000.0,-35647000.0
0000885245,BUCKLE INC,Q1,2024,2023-06-08,USD / shares,0.87,USD,149577000.0,USD,133257000.0,USD,79527000.0,USD,282834000.0,USD,42936000.0,USD,42936000.0,USD,0.0,,,USD,2356000.0,USD,-17660000.0,USD,848860000.0,USD,433915000.0,USD,848860000.0,USD,116061000.0,USD,0.0,USD,414945000.0,USD,443686000.0,USD,298884000.0,USD,405174000.0,USD,236882000.0,USD,206804000.0,USD,405174000.0,20016000.0
0001018840,ABERCROMBIE & FITCH CO /DE/,Q1,2024,2023-06-06,USD / shares,0.33,USD,326200000.0,USD,509794000.0,USD,475786000.0,USD,835994000.0,USD,18563000.0,USD,17287000.0,USD,716000.0,USD,-1998000.0,USD,-70905000.0,USD,-21956000.0,USD,2558078000.0,USD,1108591000.0,USD,2558078000.0,USD,550810000.0,USD,9116000.0,USD,1449487000.0,USD,1847105000.0,USD,898677000.0,USD,701857000.0,USD,1077644000.0,USD,769461000.0,USD,710973000.0,-48949000.0
0000912463,GUESS INC,Q1,2024,2023-06-02,USD / shares,-0.22,USD,337813000.0,USD,231985000.0,USD,232907000.0,USD,569798000.0,USD,-14789000.0,USD,-17209000.0,USD,-4095000.0,,,USD,23263000.0,USD,53305000.0,USD,2440722000.0,USD,1212679000.0,USD,2440722000.0,,,USD,41058000.0,USD,1228043000.0,USD,1938330000.0,,,USD,452000000.0,USD,1109297000.0,USD,829033000.0,USD,493058000.0,-30042000.0
0000897429,"CHICO'S FAS, INC.",Q1,2024,2023-06-07,USD / shares,0.33,USD,309734000.0,USD,225009000.0,USD,171673000.0,USD,534743000.0,USD,39943000.0,USD,39943000.0,USD,39943000.0,,,USD,-45643000.0,USD,-50864000.0,USD,1174078000.0,USD,476792000.0,USD,1174078000.0,USD,191153000.0,USD,0.0,USD,697286000.0,USD,821247000.0,USD,48438000.0,USD,352831000.0,USD,392288000.0,USD,428959000.0,USD,352831000.0,5221000.0
0000821002,G III APPAREL GROUP LTD /DE/,Q1,2024,2023-06-06,USD / shares,0.07,USD,356788000.0,USD,249801000.0,USD,234537000.0,USD,606589000.0,USD,7856000.0,USD,7763000.0,USD,4715000.0,,,USD,97449000.0,USD,-95752000.0,USD,2554483000.0,USD,1491762000.0,USD,2554483000.0,USD,53157000.0,USD,0.0,USD,1062721000.0,USD,1174981000.0,USD,1009564000.0,USD,1380447000.0,USD,666878000.0,USD,508103000.0,USD,1380447000.0,193201000.0
0000895447,SHOE CARNIVAL INC,Q1,2024,2023-06-02,USD / shares,0.61,USD,182667000.0,USD,98517000.0,USD,77578000.0,USD,281184000.0,USD,16526000.0,USD,16526000.0,USD,0.0,,,USD,-18785000.0,USD,-5811000.0,USD,976629000.0,USD,453550000.0,USD,976629000.0,USD,150487000.0,USD,0.0,USD,523079000.0,USD,438949000.0,USD,372592000.0,USD,537680000.0,USD,303705000.0,USD,135244000.0,USD,537680000.0,-12974000.0
0001319947,Designer Brands Inc.,Q1,2024,2023-06-08,USD / shares,0.18,USD,504343000.0,USD,237739000.0,USD,218129000.0,USD,742082000.0,USD,10556000.0,USD,10598000.0,USD,-817000.0,,,USD,-7882000.0,USD,93507000.0,USD,2134495000.0,USD,831800000.0,USD,2134495000.0,USD,227692000.0,USD,0.0,USD,1302695000.0,USD,1691248000.0,USD,1075003000.0,USD,440154000.0,USD,1048889000.0,USD,642359000.0,USD,440154000.0,-101389000.0
0001041859,"Childrens Place, Inc.",Q1,2024,2023-06-07,USD / shares,-2.33,USD,225178000.0,USD,96462000.0,USD,126529000.0,USD,321640000.0,USD,-29652000.0,USD,-29652000.0,USD,-29652000.0,USD,-301000.0,USD,1553000.0,USD,7757000.0,USD,1014870000.0,USD,606599000.0,USD,1014870000.0,USD,146315000.0,USD,0.0,USD,408271000.0,USD,889049000.0,USD,261956000.0,USD,125821000.0,USD,169762000.0,USD,719287000.0,USD,125821000.0,-6204000.0
0000018498,GENESCO INC,Q1,2024,2023-06-08,USD / shares,-1.6,USD,254524000.0,USD,228808000.0,USD,251805000.0,USD,483332000.0,USD,-18416000.0,USD,-18416000.0,USD,-18416000.0,USD,-394000.0,USD,-16204000.0,USD,61783000.0,USD,1495312000.0,USD,598942000.0,USD,1495312000.0,USD,239120000.0,USD,0.0,USD,896370000.0,USD,912687000.0,USD,657250000.0,USD,582625000.0,USD,561051000.0,USD,351636000.0,USD,582625000.0,-77987000.0
0001318008,Zumiez Inc,Q1,2024,2023-06-05,USD / shares,-0.96,USD,133529000.0,USD,49358000.0,USD,70712000.0,USD,182887000.0,USD,-17666000.0,USD,-17666000.0,USD,716000.0,USD,-509000.0,USD,-14830000.0,USD,275000.0,USD,741498000.0,USD,336620000.0,USD,741498000.0,USD,94419000.0,USD,0.0,USD,404878000.0,USD,349655000.0,USD,404878000.0,USD,391843000.0,USD,188562000.0,USD,161093000.0,USD,391843000.0,-15105000.0
